review_id,product_id,rating,review_text,review_date
695,85,4,Very good product,2026-09-22
696,75,5,I really liked this product,2026-09-22
697,7,1,Product caused irritation,2026-09-22
698,75,4,Good value for money,2026-09-22
699,16,4,I really liked this product,2026-09-22
700,27,3,I would not buy this again,2026-09-22
701,16,3,Packaging was damaged,2026-09-22
702,76,4,Excellent quality,2026-09-22
703,2,3,Packaging was damaged,2026-09-22
704,48,4,Good value for money,2026-09-22
705,98,4,Amazing product,2026-09-22
706,78,4,I really liked this product,2026-09-22
707,65,2,Product caused irritation,2026-09-22
708,41,4,I really liked this product,2026-09-22
709,91,1,Packaging was damaged,2026-09-22
710,62,4,Excellent quality,2026-09-22
711,95,4,Good value for money,2026-09-22
712,20,1,Very poor quality,2026-09-22
713,4,3,Packaging was damaged,2026-09-22
714,10,5,Excellent quality,2026-09-22
715,38,3,Very disappointed,2026-09-22
716,81,1,Very poor quality,2026-09-22
717,33,3,I would not buy this again,2026-09-22
718,21,5,Highly recommended,2026-09-22
719,66,3,Product quality was poor,2026-09-22
720,59,3,Very poor quality,2026-09-22
721,59,5,Excellent quality,2026-09-22
722,12,2,Very disappointed,2026-09-22
723,12,4,Amazing product,2026-09-22
724,49,1,Not worth the price,2026-09-22
725,52,5,Works very well,2026-09-22
726,64,1,Very poor quality,2026-09-22
727,26,4,Good value for money,2026-09-22
728,47,2,Not worth the price,2026-09-22
729,54,1,Packaging was damaged,2026-09-22
730,48,5,Highly recommended,2026-09-22
731,63,4,Works very well,2026-09-22
732,90,2,Packaging was damaged,2026-09-22
733,11,5,Amazing product,2026-09-22
734,79,5,Amazing product,2026-09-22
735,34,3,Not worth the price,2026-09-22
736,62,4,Works very well,2026-09-22
737,80,2,Not worth the price,2026-09-22
738,49,3,Product caused irritation,2026-09-22
739,74,4,Amazing product,2026-09-22
740,48,1,Very disappointed,2026-09-22
741,29,1,Not worth the price,2026-09-22
742,58,4,Amazing product,2026-09-22
743,7,3,I would not buy this again,2026-09-22
744,68,1,Product quality was poor,2026-09-22
745,74,2,Product caused irritation,2026-09-22
746,98,3,Not worth the price,2026-09-22
747,73,2,I would not buy this again,2026-09-22
748,8,5,Amazing product,2026-09-22
749,71,5,Good value for money,2026-09-22
750,78,1,Packaging was damaged,2026-09-22
751,44,1,Product caused irritation,2026-09-22
752,28,2,Product caused irritation,2026-09-22
753,9,5,Good value for money,2026-09-22
754,2,3,Product caused irritation,2026-09-22
755,34,3,Very poor quality,2026-09-22
756,82,3,I would not buy this again,2026-09-22
757,50,5,Amazing product,2026-09-22
758,72,2,Very disappointed,2026-09-22
759,57,2,I would not buy this again,2026-09-22
760,62,1,Not worth the price,2026-09-22
761,59,2,Product caused irritation,2026-09-22
762,31,1,Very disappointed,2026-09-22
763,15,5,Highly recommended,2026-09-22
764,69,4,Excellent quality,2026-09-22
765,11,4,Very good product,2026-09-22
766,23,3,Product quality was poor,2026-09-22
767,79,2,I would not buy this again,2026-09-22
768,30,1,I would not buy this again,2026-09-22
769,47,3,Product quality was poor,2026-09-22
770,9,4,Good value for money,2026-09-22
771,64,1,Packaging was damaged,2026-09-22
772,52,3,Packaging was damaged,2026-09-22
773,82,2,Packaging was damaged,2026-09-22
774,32,2,Very poor quality,2026-09-22
775,54,5,Amazing product,2026-09-22
776,85,4,Works very well,2026-09-22
777,46,5,Good value for money,2026-09-22
778,61,1,Very poor quality,2026-09-22
779,35,3,Product quality was poor,2026-09-22
780,42,1,Product quality was poor,2026-09-22
781,68,5,Good value for money,2026-09-22
782,79,3,I would not buy this again,2026-09-22
783,34,2,Packaging was damaged,2026-09-22
784,37,5,Highly recommended,2026-09-22
785,71,5,Very good product,2026-09-22
786,52,2,Product quality was poor,2026-09-22
787,88,4,Amazing product,2026-09-22
788,82,4,Excellent quality,2026-09-22
789,1,2,Product caused irritation,2026-09-22
790,42,3,Product caused irritation,2026-09-22
791,60,2,Product quality was poor,2026-09-22
792,16,1,Packaging was damaged,2026-09-22
793,15,2,I would not buy this again,2026-09-22
794,87,5,Very good product,2026-09-22
795,98,5,Very good product,2026-09-22
796,6,1,Very poor quality,2026-09-22
797,69,5,Good value for money,2026-09-22
798,13,4,Highly recommended,2026-09-22
799,50,1,Not worth the price,2026-09-22
800,12,2,Packaging was damaged,2026-09-22
801,50,1,Packaging was damaged,2026-09-22
802,72,5,Very good product,2026-09-22
803,17,4,Excellent quality,2026-09-22
804,99,2,Packaging was damaged,2026-09-22
805,18,2,Product quality was poor,2026-09-22
806,48,2,Product quality was poor,2026-09-22
807,87,1,Very poor quality,2026-09-22
808,27,1,Very disappointed,2026-09-22
809,59,1,Very disappointed,2026-09-22
810,95,1,Product caused irritation,2026-09-22
811,84,4,Very good product,2026-09-22
812,15,1,Product caused irritation,2026-09-22
813,14,4,Amazing product,2026-09-22
814,34,2,Product caused irritation,2026-09-22
815,25,3,Very disappointed,2026-09-22
816,9,4,Good value for money,2026-09-22
817,78,2,I would not buy this again,2026-09-22
818,43,5,Amazing product,2026-09-22
819,72,2,Not worth the price,2026-09-22
820,16,3,Product caused irritation,2026-09-22
821,16,3,Product quality was poor,2026-09-22
822,4,2,Not worth the price,2026-09-22
823,18,2,Packaging was damaged,2026-09-22
824,36,4,Very good product,2026-09-22
825,21,5,Works very well,2026-09-22
826,59,2,Not worth the price,2026-09-22
827,28,3,Product quality was poor,2026-09-22
828,31,4,Good value for money,2026-09-22
829,60,1,I would not buy this again,2026-09-22
830,46,1,Very poor quality,2026-09-22
831,42,1,Very poor quality,2026-09-22
832,32,3,Very poor quality,2026-09-22
833,3,3,Very poor quality,2026-09-22
834,99,4,Works very well,2026-09-22
835,32,1,Product caused irritation,2026-09-22
836,69,3,I would not buy this again,2026-09-22
837,48,2,Very disappointed,2026-09-22
838,71,3,Very poor quality,2026-09-22
839,75,5,Highly recommended,2026-09-22
840,85,2,Very poor quality,2026-09-22
841,97,3,Very poor quality,2026-09-22
842,40,4,Very good product,2026-09-22
843,62,3,Product caused irritation,2026-09-22
844,19,4,Excellent quality,2026-09-22
845,63,3,Very disappointed,2026-09-22
846,13,5,I really liked this product,2026-09-22
847,58,5,Amazing product,2026-09-22
848,59,3,Not worth the price,2026-09-22
849,15,5,Good value for money,2026-09-22
850,38,5,Very good product,2026-09-22
851,53,3,Very disappointed,2026-09-22
852,11,4,Very good product,2026-09-22
853,40,2,Packaging was damaged,2026-09-22
854,44,3,Not worth the price,2026-09-22
855,8,4,Highly recommended,2026-09-22
856,54,5,I really liked this product,2026-09-22
857,38,4,Very good product,2026-09-22
858,84,1,Product caused irritation,2026-09-22
859,62,2,Very disappointed,2026-09-22
860,80,3,Very poor quality,2026-09-22
861,80,4,I really liked this product,2026-09-22
862,87,1,Packaging was damaged,2026-09-22
863,64,3,Product caused irritation,2026-09-22
864,44,2,I would not buy this again,2026-09-22
865,50,5,Excellent quality,2026-09-22
866,93,5,Amazing product,2026-09-22
867,67,4,I really liked this product,2026-09-22
868,19,2,Very poor quality,2026-09-22
869,65,2,Packaging was damaged,2026-09-22
870,45,3,Product quality was poor,2026-09-22
871,99,4,Very good product,2026-09-22
872,38,1,Very disappointed,2026-09-22
873,53,4,Very good product,2026-09-22
874,31,5,Amazing product,2026-09-22
875,15,3,Product caused irritation,2026-09-22
876,10,2,Very disappointed,2026-09-22
877,37,5,Highly recommended,2026-09-22
878,31,4,Works very well,2026-09-22
879,16,2,I would not buy this again,2026-09-22
880,66,1,I would not buy this again,2026-09-22
881,98,1,I would not buy this again,2026-09-22
882,64,3,Packaging was damaged,2026-09-22
883,16,1,Not worth the price,2026-09-22
884,77,1,Product caused irritation,2026-09-22
885,91,3,Very disappointed,2026-09-22
886,1,2,Packaging was damaged,2026-09-22
887,69,5,Good value for money,2026-09-22
888,13,2,Product quality was poor,2026-09-22
889,80,2,I would not buy this again,2026-09-22
890,51,3,I would not buy this again,2026-09-22
891,33,3,Not worth the price,2026-09-22
892,93,5,Highly recommended,2026-09-22
893,41,1,Product quality was poor,2026-09-22
894,41,3,Very disappointed,2026-09-22
895,42,5,Very good product,2026-09-22
896,20,3,Very poor quality,2026-09-22
897,52,1,Product caused irritation,2026-09-22
898,74,4,Very good product,2026-09-22
899,51,4,Highly recommended,2026-09-22
900,69,3,Very disappointed,2026-09-22
901,35,2,Not worth the price,2026-09-22
902,34,3,Product quality was poor,2026-09-22
903,26,4,I really liked this product,2026-09-22
904,97,2,Product quality was poor,2026-09-22
905,78,5,Excellent quality,2026-09-22
906,88,2,Packaging was damaged,2026-09-22
907,34,5,Highly recommended,2026-09-22
908,83,1,I would not buy this again,2026-09-22
909,77,1,Very disappointed,2026-09-22
910,92,3,Very disappointed,2026-09-22
911,100,3,I would not buy this again,2026-09-22
912,67,5,Highly recommended,2026-09-22
913,90,4,Amazing product,2026-09-22
914,8,1,Product caused irritation,2026-09-22
915,59,4,Good value for money,2026-09-22
916,50,3,Packaging was damaged,2026-09-22
917,78,2,Very poor quality,2026-09-22
918,76,5,Very good product,2026-09-22
919,21,3,Product caused irritation,2026-09-22
920,1,5,Highly recommended,2026-09-22
921,41,5,Good value for money,2026-09-22
922,9,2,I would not buy this again,2026-09-22
923,31,3,I would not buy this again,2026-09-22
924,34,2,Product quality was poor,2026-09-22
925,61,5,Amazing product,2026-09-22
926,38,3,Packaging was damaged,2026-09-22
927,61,4,I really liked this product,2026-09-22
928,46,2,I would not buy this again,2026-09-22
929,67,1,Product quality was poor,2026-09-22
930,3,4,Very good product,2026-09-22
931,83,5,Very good product,2026-09-22
932,58,2,Product quality was poor,2026-09-22
933,73,1,Very poor quality,2026-09-22
934,59,4,Amazing product,2026-09-22
935,97,2,Product caused irritation,2026-09-22
936,29,1,Product caused irritation,2026-09-22
937,54,2,Very poor quality,2026-09-22
938,67,3,Very poor quality,2026-09-22
939,38,4,Amazing product,2026-09-22
940,23,4,Very good product,2026-09-22
941,8,5,Good value for money,2026-09-22
942,45,1,Very disappointed,2026-09-22
943,7,1,Very poor quality,2026-09-22
944,15,5,Good value for money,2026-09-22
945,89,5,Good value for money,2026-09-22
946,7,1,Product caused irritation,2026-09-22
947,60,2,Product caused irritation,2026-09-22
948,7,5,Excellent quality,2026-09-22
949,88,5,Excellent quality,2026-09-22
950,55,3,Very poor quality,2026-09-22
951,96,1,Product quality was poor,2026-09-22
952,63,5,Works very well,2026-09-22
953,21,2,I would not buy this again,2026-09-22
954,52,2,Very poor quality,2026-09-22
955,99,4,Very good product,2026-09-22
956,18,4,Excellent quality,2026-09-22
957,65,4,Good value for money,2026-09-22
958,90,3,Product quality was poor,2026-09-22
959,29,2,Not worth the price,2026-09-22
960,17,5,Works very well,2026-09-22
961,92,1,Very disappointed,2026-09-22
962,40,1,Product caused irritation,2026-09-22
963,51,4,Good value for money,2026-09-22
964,13,3,Not worth the price,2026-09-22
965,92,1,Very poor quality,2026-09-22
966,13,2,Product quality was poor,2026-09-22
967,76,2,Not worth the price,2026-09-22
968,68,2,Packaging was damaged,2026-09-22
969,3,5,I really liked this product,2026-09-22
970,19,2,Packaging was damaged,2026-09-22
971,43,5,Works very well,2026-09-22
972,36,4,Amazing product,2026-09-22
973,83,1,Product quality was poor,2026-09-22
974,74,5,Good value for money,2026-09-22
975,61,5,Excellent quality,2026-09-22
976,43,2,Very poor quality,2026-09-22
977,47,3,Very disappointed,2026-09-22
978,36,4,Highly recommended,2026-09-22
979,81,2,Very poor quality,2026-09-22
980,4,5,Amazing product,2026-09-22
981,81,1,Product quality was poor,2026-09-22
982,90,1,Product caused irritation,2026-09-22
983,86,5,Good value for money,2026-09-22
984,6,4,Excellent quality,2026-09-22
985,6,4,I really liked this product,2026-09-22
986,91,2,Very disappointed,2026-09-22
987,38,1,Packaging was damaged,2026-09-22
988,53,3,Packaging was damaged,2026-09-22
989,56,2,Very poor quality,2026-09-22
990,51,3,Very poor quality,2026-09-22
991,87,2,Very poor quality,2026-09-22
992,63,4,I really liked this product,2026-09-22
993,15,1,Packaging was damaged,2026-09-22
994,63,3,Product caused irritation,2026-09-22
995,63,3,Very poor quality,2026-09-22
996,34,4,Amazing product,2026-09-22
997,18,3,Very poor quality,2026-09-22
998,51,1,Product caused irritation,2026-09-22
999,57,1,Packaging was damaged,2026-09-22
1000,48,2,Very disappointed,2026-09-22
1001,76,5,Highly recommended,2026-09-22
1002,55,4,Highly recommended,2026-09-22
1003,90,3,Very poor quality,2026-09-22
1004,94,5,Very good product,2026-09-22
1005,57,5,Highly recommended,2026-09-22
1006,43,4,Works very well,2026-09-22
1007,10,1,Product quality was poor,2026-09-22
1008,88,4,Excellent quality,2026-09-22
1009,20,4,Amazing product,2026-09-22
1010,49,1,Packaging was damaged,2026-09-22
1011,36,2,Product caused irritation,2026-09-22
1012,99,3,Product quality was poor,2026-09-22
1013,76,3,Packaging was damaged,2026-09-22
1014,78,1,Not worth the price,2026-09-22
1015,45,1,Product quality was poor,2026-09-22
1016,95,5,Highly recommended,2026-09-22
1017,22,1,Not worth the price,2026-09-22
1018,12,2,Product quality was poor,2026-09-22
1019,51,2,Not worth the price,2026-09-22
1020,57,5,Amazing product,2026-09-22
1021,28,2,Packaging was damaged,2026-09-22
1022,19,1,Not worth the price,2026-09-22
1023,3,3,Product quality was poor,2026-09-22
1024,25,3,Not worth the price,2026-09-22
1025,56,3,Very disappointed,2026-09-22
1026,55,1,Very disappointed,2026-09-22
1027,59,3,Product quality was poor,2026-09-22
1028,67,1,Packaging was damaged,2026-09-22
1029,41,2,Product caused irritation,2026-09-22
1030,41,3,Very disappointed,2026-09-22
1031,66,3,Very disappointed,2026-09-22
1032,42,1,Packaging was damaged,2026-09-22
1033,59,4,I really liked this product,2026-09-22
1034,7,5,Highly recommended,2026-09-22
1035,76,4,Highly recommended,2026-09-22
1036,35,4,Very good product,2026-09-22
1037,77,4,I really liked this product,2026-09-22
1038,71,3,Product quality was poor,2026-09-22
1039,44,2,Very poor quality,2026-09-22
1040,58,2,Packaging was damaged,2026-09-22
1041,76,1,Very disappointed,2026-09-22
1042,40,3,I would not buy this again,2026-09-22
1043,70,4,Works very well,2026-09-22
1044,66,4,I really liked this product,2026-09-22
1045,71,5,Very good product,2026-09-22
1046,36,3,Product caused irritation,2026-09-22
1047,87,1,Packaging was damaged,2026-09-22
1048,7,3,Packaging was damaged,2026-09-22
1049,51,3,Very disappointed,2026-09-22
1050,22,1,Product caused irritation,2026-09-22
1051,12,5,Amazing product,2026-09-22
1052,14,1,Very poor quality,2026-09-22
1053,64,3,I would not buy this again,2026-09-22
1054,41,3,Product caused irritation,2026-09-22
1055,39,1,Not worth the price,2026-09-22
1056,45,1,Very poor quality,2026-09-22
1057,88,2,Product caused irritation,2026-09-22
1058,79,3,Product quality was poor,2026-09-22
1059,71,1,Very disappointed,2026-09-22
1060,63,1,Not worth the price,2026-09-22
1061,54,3,I would not buy this again,2026-09-22
1062,14,2,Very poor quality,2026-09-22
1063,65,3,Product caused irritation,2026-09-22
1064,49,5,Excellent quality,2026-09-22
1065,53,2,Product caused irritation,2026-09-22
1066,57,3,Packaging was damaged,2026-09-22
1067,13,2,Product caused irritation,2026-09-22
1068,72,5,Excellent quality,2026-09-22
1069,97,2,I would not buy this again,2026-09-22
1070,73,4,Very good product,2026-09-22
1071,96,2,Product quality was poor,2026-09-22
1072,84,3,Product quality was poor,2026-09-22
1073,90,3,Not worth the price,2026-09-22
1074,46,2,Very disappointed,2026-09-22
1075,29,5,I really liked this product,2026-09-22
1076,94,4,Highly recommended,2026-09-22
1077,24,1,Very disappointed,2026-09-22
1078,85,2,Packaging was damaged,2026-09-22
1079,1,4,Highly recommended,2026-09-22
1080,78,3,Product quality was poor,2026-09-22
1081,8,1,Not worth the price,2026-09-22
1082,78,2,I would not buy this again,2026-09-22
1083,48,4,Highly recommended,2026-09-22
1084,56,3,Packaging was damaged,2026-09-22
1085,88,1,Not worth the price,2026-09-22
1086,50,2,Not worth the price,2026-09-22
1087,61,2,Not worth the price,2026-09-22
1088,18,4,Highly recommended,2026-09-22
1089,40,3,Packaging was damaged,2026-09-22
1090,69,1,Packaging was damaged,2026-09-22
1091,76,2,Not worth the price,2026-09-22
1092,58,5,Excellent quality,2026-09-22
1093,73,3,I would not buy this again,2026-09-22
1094,36,3,Very poor quality,2026-09-22
1095,47,2,Product quality was poor,2026-09-22
1096,32,1,Packaging was damaged,2026-09-22
1097,53,3,I would not buy this again,2026-09-22
1098,38,5,Excellent quality,2026-09-22
1099,66,2,Very disappointed,2026-09-22
1100,59,3,Packaging was damaged,2026-09-22
1101,73,4,Amazing product,2026-09-22
1102,55,1,Packaging was damaged,2026-09-22
1103,42,5,Highly recommended,2026-09-22
1104,11,1,I would not buy this again,2026-09-22
1105,30,1,Very poor quality,2026-09-22
1106,86,1,Packaging was damaged,2026-09-22
1107,32,3,Not worth the price,2026-09-22
1108,20,4,Highly recommended,2026-09-22
1109,35,1,Very disappointed,2026-09-22
1110,52,4,Amazing product,2026-09-22
1111,76,4,Amazing product,2026-09-22
1112,62,1,Very poor quality,2026-09-22
1113,6,1,Product caused irritation,2026-09-22
1114,75,4,I really liked this product,2026-09-22
1115,82,5,Excellent quality,2026-09-22
1116,28,1,I would not buy this again,2026-09-22
1117,29,4,Very good product,2026-09-22
1118,51,5,Amazing product,2026-09-22
1119,90,1,Very disappointed,2026-09-22
1120,10,5,Good value for money,2026-09-22
1121,15,1,Very poor quality,2026-09-22
1122,46,5,I really liked this product,2026-09-22
1123,87,2,Very disappointed,2026-09-22
1124,92,5,Works very well,2026-09-22
1125,38,5,Excellent quality,2026-09-22
1126,66,4,Amazing product,2026-09-22
1127,78,4,Highly recommended,2026-09-22
1128,48,1,Product caused irritation,2026-09-22
1129,25,3,I would not buy this again,2026-09-22
1130,51,4,I really liked this product,2026-09-22
1131,63,5,Works very well,2026-09-22
1132,54,2,Very disappointed,2026-09-22
1133,80,5,Excellent quality,2026-09-22
1134,19,2,I would not buy this again,2026-09-22
1135,65,1,Very disappointed,2026-09-22
1136,47,3,I would not buy this again,2026-09-22
1137,66,4,Amazing product,2026-09-22
1138,20,5,Very good product,2026-09-22
1139,63,2,Very disappointed,2026-09-22
1140,71,2,Very poor quality,2026-09-22
1141,91,5,I really liked this product,2026-09-22
1142,29,5,Amazing product,2026-09-22
1143,22,5,Excellent quality,2026-09-22
1144,35,1,Packaging was damaged,2026-09-22
1145,70,2,Not worth the price,2026-09-22
1146,3,4,I really liked this product,2026-09-22
1147,50,2,Very disappointed,2026-09-22
1148,37,2,I would not buy this again,2026-09-22
1149,64,4,Amazing product,2026-09-22
1150,96,1,Product caused irritation,2026-09-22
1151,52,2,I would not buy this again,2026-09-22
1152,41,3,Very disappointed,2026-09-22
1153,97,5,Very good product,2026-09-22
1154,37,1,Product quality was poor,2026-09-22
1155,60,5,Good value for money,2026-09-22
1156,91,2,Packaging was damaged,2026-09-22
1157,5,1,Very disappointed,2026-09-22
1158,19,1,Product caused irritation,2026-09-22
1159,18,4,Highly recommended,2026-09-22
1160,1,5,Highly recommended,2026-09-22
1161,25,3,I would not buy this again,2026-09-22
1162,62,5,Very good product,2026-09-22
1163,11,3,Very poor quality,2026-09-22
1164,11,1,Very poor quality,2026-09-22
1165,52,1,Product quality was poor,2026-09-22
1166,92,2,Not worth the price,2026-09-22
1167,67,1,Packaging was damaged,2026-09-22
1168,85,5,Works very well,2026-09-22
1169,11,5,Works very well,2026-09-22
1170,53,4,Good value for money,2026-09-22
1171,61,5,Good value for money,2026-09-22
1172,92,3,Very disappointed,2026-09-22
1173,85,3,Packaging was damaged,2026-09-22
1174,7,4,Amazing product,2026-09-22
1175,63,1,Product quality was poor,2026-09-22
1176,77,1,Packaging was damaged,2026-09-22
1177,9,1,Product caused irritation,2026-09-22
1178,30,5,Amazing product,2026-09-22
1179,47,1,Very disappointed,2026-09-22
1180,100,2,Packaging was damaged,2026-09-22
1181,8,3,Product quality was poor,2026-09-22
1182,96,3,Not worth the price,2026-09-22
1183,9,1,Product caused irritation,2026-09-22
1184,10,4,I really liked this product,2026-09-22
1185,48,2,Not worth the price,2026-09-22
1186,95,1,Very disappointed,2026-09-22
1187,64,2,Very poor quality,2026-09-22
1188,12,2,Product caused irritation,2026-09-22
1189,89,3,I would not buy this again,2026-09-22
1190,80,1,Product quality was poor,2026-09-22
1191,29,4,Works very well,2026-09-22
1192,8,4,Good value for money,2026-09-22
1193,27,1,Very disappointed,2026-09-22
1194,77,2,Product caused irritation,2026-09-22
1195,86,3,I would not buy this again,2026-09-22
1196,51,4,Very good product,2026-09-22
1197,93,2,Very poor quality,2026-09-22
1198,4,2,Very poor quality,2026-09-22
1199,74,3,Very disappointed,2026-09-22
1200,99,4,Excellent quality,2026-09-22
1201,59,4,I really liked this product,2026-09-22
1202,93,5,Very good product,2026-09-22
1203,84,3,Very poor quality,2026-09-22
1204,95,1,Very poor quality,2026-09-22
1205,31,1,Packaging was damaged,2026-09-22
1206,75,2,Product quality was poor,2026-09-22
1207,60,2,Not worth the price,2026-09-22
1208,52,4,Works very well,2026-09-22
1209,27,5,Highly recommended,2026-09-22
1210,13,2,Not worth the price,2026-09-22
1211,35,5,Amazing product,2026-09-22
1212,31,4,Amazing product,2026-09-22
1213,61,5,Works very well,2026-09-22
1214,72,2,Very poor quality,2026-09-22
1215,59,1,Very poor quality,2026-09-22
1216,32,5,Very good product,2026-09-22
1217,87,4,Highly recommended,2026-09-22
1218,54,5,Amazing product,2026-09-22
1219,39,4,Amazing product,2026-09-22
1220,92,2,Product quality was poor,2026-09-22
1221,58,1,Very disappointed,2026-09-22
1222,86,2,Packaging was damaged,2026-09-22
1223,72,2,Product quality was poor,2026-09-22
1224,7,5,Amazing product,2026-09-22
1225,80,2,Very disappointed,2026-09-22
1226,73,5,Highly recommended,2026-09-22
1227,37,4,Amazing product,2026-09-22
1228,63,3,Not worth the price,2026-09-22
1229,44,4,Highly recommended,2026-09-22
1230,65,2,Very poor quality,2026-09-22
1231,20,3,Not worth the price,2026-09-22
1232,70,5,Highly recommended,2026-09-22
1233,33,2,Product caused irritation,2026-09-22
1234,83,4,Good value for money,2026-09-22
1235,28,2,Product caused irritation,2026-09-22
1236,65,4,Works very well,2026-09-22
1237,80,2,Product caused irritation,2026-09-22
1238,47,5,I really liked this product,2026-09-22
1239,36,2,Not worth the price,2026-09-22
1240,87,1,I would not buy this again,2026-09-22
1241,1,2,Packaging was damaged,2026-09-22
1242,14,3,Product caused irritation,2026-09-22
1243,60,3,Product quality was poor,2026-09-22
1244,56,4,Excellent quality,2026-09-22
1245,51,2,I would not buy this again,2026-09-22
1246,71,3,Product quality was poor,2026-09-22
1247,63,4,Excellent quality,2026-09-22
1248,61,5,Good value for money,2026-09-22
1249,7,4,Highly recommended,2026-09-22
1250,96,2,Product quality was poor,2026-09-22
1251,74,2,Not worth the price,2026-09-22
1252,94,1,Product quality was poor,2026-09-22
1253,65,5,Very good product,2026-09-22
1254,20,1,Product quality was poor,2026-09-22
1255,26,1,Packaging was damaged,2026-09-22
1256,70,4,Excellent quality,2026-09-22
1257,45,3,Very disappointed,2026-09-22
1258,74,3,Very disappointed,2026-09-22
1259,81,2,Product quality was poor,2026-09-22
1260,88,3,Product caused irritation,2026-09-22
1261,29,5,Highly recommended,2026-09-22
1262,16,2,Product caused irritation,2026-09-22
1263,72,1,Very disappointed,2026-09-22
1264,46,5,Works very well,2026-09-22
1265,23,1,Product caused irritation,2026-09-22
1266,94,2,Packaging was damaged,2026-09-22
1267,34,2,Very disappointed,2026-09-22
1268,9,5,Amazing product,2026-09-22
1269,39,2,Very poor quality,2026-09-22
1270,18,5,Highly recommended,2026-09-22
1271,16,2,Very poor quality,2026-09-22
1272,4,5,I really liked this product,2026-09-22
1273,8,4,Excellent quality,2026-09-22
1274,55,5,Good value for money,2026-09-22
1275,64,3,I would not buy this again,2026-09-22
1276,30,3,Very poor quality,2026-09-22
1277,59,1,Not worth the price,2026-09-22
1278,61,4,Good value for money,2026-09-22
1279,23,2,Very poor quality,2026-09-22
1280,17,5,Highly recommended,2026-09-22
1281,54,1,Product quality was poor,2026-09-22
1282,22,3,Not worth the price,2026-09-22
1283,39,5,Excellent quality,2026-09-22
1284,78,3,Very disappointed,2026-09-22
1285,52,5,I really liked this product,2026-09-22
1286,73,5,Good value for money,2026-09-22
1287,71,2,I would not buy this again,2026-09-22
1288,89,4,Good value for money,2026-09-22
1289,2,1,Not worth the price,2026-09-22
1290,52,1,Packaging was damaged,2026-09-22
1291,82,4,Amazing product,2026-09-22
1292,37,3,Packaging was damaged,2026-09-22
1293,24,1,Very poor quality,2026-09-22
1294,33,3,Product caused irritation,2026-09-22
1295,77,4,Good value for money,2026-09-22
1296,62,2,Very poor quality,2026-09-22
1297,59,3,Very disappointed,2026-09-22
1298,60,1,Very disappointed,2026-09-22
1299,30,4,Highly recommended,2026-09-22
1300,68,3,I would not buy this again,2026-09-22
1301,73,5,Excellent quality,2026-09-22
1302,31,2,I would not buy this again,2026-09-22
1303,6,1,Very disappointed,2026-09-22
1304,59,3,Very poor quality,2026-09-22
1305,88,4,I really liked this product,2026-09-22
1306,10,5,Very good product,2026-09-22
1307,86,5,Amazing product,2026-09-22
1308,14,4,Good value for money,2026-09-22
1309,87,3,Packaging was damaged,2026-09-22
1310,13,2,Not worth the price,2026-09-22
1311,40,4,Works very well,2026-09-22
1312,28,2,Packaging was damaged,2026-09-22
1313,60,4,Works very well,2026-09-22
1314,54,4,Amazing product,2026-09-22
1315,62,1,Not worth the price,2026-09-22
1316,56,4,I really liked this product,2026-09-22
1317,73,2,Product quality was poor,2026-09-22
1318,49,5,Very good product,2026-09-22
1319,53,2,Product caused irritation,2026-09-22
1320,20,4,Amazing product,2026-09-22
1321,67,3,I would not buy this again,2026-09-22
1322,3,3,Product caused irritation,2026-09-22
1323,7,1,Not worth the price,2026-09-22
1324,97,5,I really liked this product,2026-09-22
1325,16,5,Amazing product,2026-09-22
1326,59,5,Excellent quality,2026-09-22
1327,64,3,Very poor quality,2026-09-22
1328,41,2,Very disappointed,2026-09-22
1329,5,3,Product quality was poor,2026-09-22
1330,78,1,Very disappointed,2026-09-22
1331,95,1,Not worth the price,2026-09-22
1332,40,1,Packaging was damaged,2026-09-22
1333,93,5,Amazing product,2026-09-22
1334,99,2,Product caused irritation,2026-09-22
1335,49,4,I really liked this product,2026-09-22
1336,60,3,I would not buy this again,2026-09-22
1337,26,1,Very disappointed,2026-09-22
1338,39,1,Not worth the price,2026-09-22
1339,29,1,Packaging was damaged,2026-09-22
1340,74,4,Works very well,2026-09-22
1341,25,4,Very good product,2026-09-22
1342,4,1,Very disappointed,2026-09-22
1343,15,4,Very good product,2026-09-22
1344,90,2,I would not buy this again,2026-09-22
1345,32,4,Highly recommended,2026-09-22
1346,52,4,Excellent quality,2026-09-22
1347,13,1,Product quality was poor,2026-09-22
1348,97,4,Works very well,2026-09-22
1349,16,3,Product quality was poor,2026-09-22
1350,66,4,I really liked this product,2026-09-22
1351,93,2,Very disappointed,2026-09-22
1352,60,4,Works very well,2026-09-22
1353,100,5,Good value for money,2026-09-22
1354,55,1,Packaging was damaged,2026-09-22
1355,48,2,Product caused irritation,2026-09-22
1356,30,1,Not worth the price,2026-09-22
1357,84,5,Works very well,2026-09-22
1358,71,2,I would not buy this again,2026-09-22
1359,23,2,Very disappointed,2026-09-22
1360,15,2,Not worth the price,2026-09-22
1361,17,1,Very disappointed,2026-09-22
1362,57,4,Amazing product,2026-09-22
1363,88,5,Works very well,2026-09-22
1364,8,5,Highly recommended,2026-09-22
1365,61,4,Amazing product,2026-09-22
1366,94,2,Product quality was poor,2026-09-22
1367,86,4,Excellent quality,2026-09-22
1368,58,5,Very good product,2026-09-22
1369,77,2,Product quality was poor,2026-09-22
1370,18,3,Product quality was poor,2026-09-22
