order_id,product_id,store_id,quantity,sales_amount,order_date
735,26,14,8,505.76,2026-09-22
736,57,18,5,455.2,2026-09-22
737,69,5,3,237.51,2026-09-22
738,88,19,1,97.26,2026-09-22
739,89,12,5,229.45,2026-09-22
740,61,1,9,94.14,2026-09-22
741,50,4,5,315.9,2026-09-22
742,71,1,6,68.34,2026-09-22
743,81,2,8,654.8,2026-09-22
744,28,7,9,674.64,2026-09-22
745,86,17,1,29.42,2026-09-22
746,98,14,6,315.66,2026-09-22
747,70,1,2,104.6,2026-09-22
748,74,5,5,126.25,2026-09-22
749,2,16,6,144.24,2026-09-22
750,57,10,2,182.08,2026-09-22
751,98,7,3,157.83,2026-09-22
752,86,15,8,235.36,2026-09-22
753,40,10,6,242.34,2026-09-22
754,99,17,3,196.29,2026-09-22
755,64,20,7,484.33,2026-09-22
756,26,14,4,252.88,2026-09-22
757,86,8,8,235.36,2026-09-22
758,85,20,6,128.64,2026-09-22
759,92,8,9,137.16,2026-09-22
760,58,2,1,41.43,2026-09-22
761,25,3,8,148.72,2026-09-22
762,72,10,1,59.75,2026-09-22
763,99,7,6,392.58,2026-09-22
764,52,18,7,662.55,2026-09-22
765,43,5,3,111.24,2026-09-22
766,51,12,8,448.72,2026-09-22
767,74,9,8,202.0,2026-09-22
768,36,8,5,104.95,2026-09-22
769,55,15,9,231.75,2026-09-22
770,15,18,8,488.72,2026-09-22
771,42,6,4,128.88,2026-09-22
772,12,7,2,99.22,2026-09-22
773,80,13,3,195.12,2026-09-22
774,3,11,2,175.92,2026-09-22
775,40,1,6,242.34,2026-09-22
776,92,8,1,15.24,2026-09-22
777,32,4,5,292.95,2026-09-22
778,94,14,6,211.14,2026-09-22
779,19,12,9,317.52,2026-09-22
780,11,16,7,80.08,2026-09-22
781,1,13,7,185.57,2026-09-22
782,34,6,4,146.44,2026-09-22
783,95,5,7,334.32,2026-09-22
784,25,1,3,55.77,2026-09-22
785,68,20,9,675.18,2026-09-22
786,34,3,5,183.05,2026-09-22
787,61,20,9,94.14,2026-09-22
788,50,19,6,379.08,2026-09-22
789,60,11,9,560.34,2026-09-22
790,66,2,9,812.52,2026-09-22
791,86,12,3,88.26,2026-09-22
792,92,1,5,76.2,2026-09-22
793,85,20,3,64.32,2026-09-22
794,34,19,9,329.49,2026-09-22
795,47,11,2,86.54,2026-09-22
796,57,16,7,637.28,2026-09-22
797,22,5,1,73.62,2026-09-22
798,11,1,3,34.32,2026-09-22
799,84,2,2,25.5,2026-09-22
800,99,15,8,523.44,2026-09-22
801,39,9,6,321.78,2026-09-22
802,20,8,1,16.71,2026-09-22
803,87,4,3,82.47,2026-09-22
804,58,15,9,372.87,2026-09-22
805,38,3,5,437.35,2026-09-22
806,57,14,5,455.2,2026-09-22
807,14,12,4,105.6,2026-09-22
808,17,9,7,675.57,2026-09-22
809,99,19,2,130.86,2026-09-22
810,97,2,6,154.68,2026-09-22
811,46,14,6,346.68,2026-09-22
812,100,8,5,167.4,2026-09-22
813,62,19,3,206.04,2026-09-22
814,30,17,4,78.84,2026-09-22
815,25,14,8,148.72,2026-09-22
816,26,16,6,379.32,2026-09-22
817,83,3,3,155.7,2026-09-22
818,42,9,3,96.66,2026-09-22
819,28,13,4,299.84,2026-09-22
820,71,19,9,102.51,2026-09-22
821,47,14,4,173.08,2026-09-22
822,38,4,5,437.35,2026-09-22
823,40,9,1,40.39,2026-09-22
824,64,20,1,69.19,2026-09-22
825,89,3,5,229.45,2026-09-22
826,59,4,9,610.02,2026-09-22
827,68,2,8,600.16,2026-09-22
828,86,16,9,264.78,2026-09-22
829,93,16,1,31.58,2026-09-22
830,30,11,3,59.13,2026-09-22
831,64,5,2,138.38,2026-09-22
832,48,5,4,394.04,2026-09-22
833,67,9,1,61.92,2026-09-22
834,61,4,9,94.14,2026-09-22
835,35,2,1,29.66,2026-09-22
836,88,8,1,97.26,2026-09-22
837,45,15,7,287.42,2026-09-22
838,40,12,6,242.34,2026-09-22
839,46,19,9,520.02,2026-09-22
840,26,8,4,252.88,2026-09-22
841,21,6,3,83.64,2026-09-22
842,20,19,9,150.39,2026-09-22
843,4,7,7,681.03,2026-09-22
844,92,12,4,60.96,2026-09-22
845,45,12,3,123.18,2026-09-22
846,66,2,8,722.24,2026-09-22
847,91,9,7,120.96,2026-09-22
848,1,6,8,212.08,2026-09-22
849,6,18,6,72.48,2026-09-22
850,17,8,6,579.06,2026-09-22
851,83,13,1,51.9,2026-09-22
852,99,14,8,523.44,2026-09-22
853,35,17,4,118.64,2026-09-22
854,13,17,6,509.94,2026-09-22
855,46,8,1,57.78,2026-09-22
856,43,1,4,148.32,2026-09-22
857,90,17,7,119.42,2026-09-22
858,64,9,6,415.14,2026-09-22
859,9,5,8,569.84,2026-09-22
860,49,17,9,212.04,2026-09-22
861,88,19,5,486.3,2026-09-22
862,59,9,7,474.46,2026-09-22
863,39,11,3,160.89,2026-09-22
864,77,8,1,76.67,2026-09-22
865,19,8,8,282.24,2026-09-22
866,61,13,5,52.3,2026-09-22
867,12,13,1,49.61,2026-09-22
868,90,5,7,119.42,2026-09-22
869,8,14,9,569.88,2026-09-22
870,87,17,7,192.43,2026-09-22
871,47,18,4,173.08,2026-09-22
872,18,4,2,117.14,2026-09-22
873,94,4,1,35.19,2026-09-22
874,82,19,5,202.1,2026-09-22
875,28,20,8,599.68,2026-09-22
876,97,15,3,77.34,2026-09-22
877,41,2,7,299.11,2026-09-22
878,63,10,9,104.67,2026-09-22
879,66,11,3,270.84,2026-09-22
880,77,19,2,153.34,2026-09-22
881,73,7,9,151.02,2026-09-22
882,28,20,3,224.88,2026-09-22
883,70,2,5,261.5,2026-09-22
884,93,3,6,189.48,2026-09-22
885,16,2,8,756.4,2026-09-22
886,81,12,9,736.65,2026-09-22
887,35,13,1,29.66,2026-09-22
888,79,17,5,414.2,2026-09-22
889,95,6,9,429.84,2026-09-22
890,28,11,5,374.8,2026-09-22
891,18,3,4,234.28,2026-09-22
892,45,9,7,287.42,2026-09-22
893,53,12,6,424.86,2026-09-22
894,98,3,3,157.83,2026-09-22
895,28,8,9,674.64,2026-09-22
896,75,4,9,843.3,2026-09-22
897,33,7,8,580.24,2026-09-22
898,34,5,8,292.88,2026-09-22
899,7,5,4,171.88,2026-09-22
900,56,1,1,33.47,2026-09-22
901,47,19,4,173.08,2026-09-22
902,29,3,2,147.92,2026-09-22
903,43,17,1,37.08,2026-09-22
904,38,8,5,437.35,2026-09-22
905,34,12,4,146.44,2026-09-22
906,65,17,4,172.36,2026-09-22
907,50,3,5,315.9,2026-09-22
908,75,14,4,374.8,2026-09-22
909,64,18,3,207.57,2026-09-22
910,6,10,5,60.4,2026-09-22
911,37,3,5,152.55,2026-09-22
912,87,4,6,164.94,2026-09-22
913,18,17,9,527.13,2026-09-22
914,29,17,4,295.84,2026-09-22
915,96,4,6,124.86,2026-09-22
916,69,9,5,395.85,2026-09-22
917,49,13,2,47.12,2026-09-22
918,86,19,5,147.1,2026-09-22
919,3,13,2,175.92,2026-09-22
920,51,14,1,56.09,2026-09-22
921,21,4,7,195.16,2026-09-22
922,1,3,8,212.08,2026-09-22
923,13,11,2,169.98,2026-09-22
924,100,17,3,100.44,2026-09-22
925,99,8,2,130.86,2026-09-22
926,86,19,9,264.78,2026-09-22
927,37,8,7,213.57,2026-09-22
928,28,17,5,374.8,2026-09-22
929,36,19,6,125.94,2026-09-22
930,64,2,5,345.95,2026-09-22
931,11,13,6,68.64,2026-09-22
932,47,11,6,259.62,2026-09-22
933,92,17,5,76.2,2026-09-22
934,56,9,4,133.88,2026-09-22
935,46,17,6,346.68,2026-09-22
936,19,6,4,141.12,2026-09-22
937,55,6,4,103.0,2026-09-22
938,75,15,1,93.7,2026-09-22
939,27,19,9,472.5,2026-09-22
940,81,14,3,245.55,2026-09-22
941,91,19,2,34.56,2026-09-22
942,47,7,4,173.08,2026-09-22
943,35,8,9,266.94,2026-09-22
944,45,17,1,41.06,2026-09-22
945,97,19,8,206.24,2026-09-22
946,63,3,6,69.78,2026-09-22
947,59,13,5,338.9,2026-09-22
948,47,16,7,302.89,2026-09-22
949,96,11,6,124.86,2026-09-22
950,67,10,6,371.52,2026-09-22
951,42,16,5,161.1,2026-09-22
952,76,9,2,65.74,2026-09-22
953,24,15,3,277.05,2026-09-22
954,35,18,3,88.98,2026-09-22
955,8,8,1,63.32,2026-09-22
956,71,3,7,79.73,2026-09-22
957,65,5,4,172.36,2026-09-22
958,1,13,5,132.55,2026-09-22
959,8,9,5,316.6,2026-09-22
960,1,3,4,106.04,2026-09-22
961,66,9,8,722.24,2026-09-22
962,34,6,4,146.44,2026-09-22
963,75,8,3,281.1,2026-09-22
964,3,13,2,175.92,2026-09-22
965,61,6,3,31.38,2026-09-22
966,16,8,2,189.1,2026-09-22
967,17,2,7,675.57,2026-09-22
968,16,2,6,567.3,2026-09-22
969,66,15,8,722.24,2026-09-22
970,31,7,2,121.38,2026-09-22
971,67,14,8,495.36,2026-09-22
972,55,7,6,154.5,2026-09-22
973,53,1,7,495.67,2026-09-22
974,17,13,9,868.59,2026-09-22
975,21,19,3,83.64,2026-09-22
976,57,17,9,819.36,2026-09-22
977,55,10,7,180.25,2026-09-22
978,10,8,4,379.2,2026-09-22
979,54,20,4,372.88,2026-09-22
980,32,14,2,117.18,2026-09-22
981,50,15,4,252.72,2026-09-22
982,22,13,4,294.48,2026-09-22
983,59,8,7,474.46,2026-09-22
984,82,14,7,282.94,2026-09-22
985,34,2,2,73.22,2026-09-22
986,75,12,9,843.3,2026-09-22
987,49,17,9,212.04,2026-09-22
988,93,6,2,63.16,2026-09-22
989,81,18,7,572.95,2026-09-22
990,8,6,9,569.88,2026-09-22
991,69,11,9,712.53,2026-09-22
992,65,9,3,129.27,2026-09-22
993,27,12,2,105.0,2026-09-22
994,68,18,4,300.08,2026-09-22
995,15,13,3,183.27,2026-09-22
996,83,6,1,51.9,2026-09-22
997,56,5,3,100.41,2026-09-22
998,17,1,7,675.57,2026-09-22
999,60,10,9,560.34,2026-09-22
1000,47,11,7,302.89,2026-09-22
1001,13,1,5,424.95,2026-09-22
1002,24,4,1,92.35,2026-09-22
1003,47,9,9,389.43,2026-09-22
1004,21,19,4,111.52,2026-09-22
1005,83,10,5,259.5,2026-09-22
1006,17,16,5,482.55,2026-09-22
1007,28,3,9,674.64,2026-09-22
1008,47,14,2,86.54,2026-09-22
1009,99,7,9,588.87,2026-09-22
1010,13,5,2,169.98,2026-09-22
1011,13,2,4,339.96,2026-09-22
1012,16,9,9,850.95,2026-09-22
1013,38,1,6,524.82,2026-09-22
1014,100,13,7,234.36,2026-09-22
1015,34,8,9,329.49,2026-09-22
1016,7,18,4,171.88,2026-09-22
1017,3,12,6,527.76,2026-09-22
1018,44,8,5,324.3,2026-09-22
1019,54,1,6,559.32,2026-09-22
1020,100,11,5,167.4,2026-09-22
1021,99,17,9,588.87,2026-09-22
1022,54,12,5,466.1,2026-09-22
1023,47,10,5,216.35,2026-09-22
1024,46,6,5,288.9,2026-09-22
1025,24,17,2,184.7,2026-09-22
1026,100,3,3,100.44,2026-09-22
1027,17,20,6,579.06,2026-09-22
1028,24,4,9,831.15,2026-09-22
1029,60,1,6,373.56,2026-09-22
1030,84,16,7,89.25,2026-09-22
1031,47,8,1,43.27,2026-09-22
1032,92,10,6,91.44,2026-09-22
1033,59,2,9,610.02,2026-09-22
1034,37,7,6,183.06,2026-09-22
1035,96,1,5,104.05,2026-09-22
1036,55,20,7,180.25,2026-09-22
1037,57,4,5,455.2,2026-09-22
1038,77,4,7,536.69,2026-09-22
1039,51,11,9,504.81,2026-09-22
1040,8,8,1,63.32,2026-09-22
1041,45,4,6,246.36,2026-09-22
1042,67,2,9,557.28,2026-09-22
1043,98,12,7,368.27,2026-09-22
1044,90,8,4,68.24,2026-09-22
1045,9,5,7,498.61,2026-09-22
1046,56,18,4,133.88,2026-09-22
1047,75,9,6,562.2,2026-09-22
1048,17,10,7,675.57,2026-09-22
1049,57,10,9,819.36,2026-09-22
1050,45,11,3,123.18,2026-09-22
1051,77,8,5,383.35,2026-09-22
1052,68,17,1,75.02,2026-09-22
1053,47,6,4,173.08,2026-09-22
1054,88,15,6,583.56,2026-09-22
1055,31,14,9,546.21,2026-09-22
1056,26,18,1,63.22,2026-09-22
1057,5,20,4,106.04,2026-09-22
1058,75,1,8,749.6,2026-09-22
1059,50,2,6,379.08,2026-09-22
1060,15,14,5,305.45,2026-09-22
1061,69,6,6,475.02,2026-09-22
1062,62,18,6,412.08,2026-09-22
1063,78,6,3,221.4,2026-09-22
1064,93,12,8,252.64,2026-09-22
1065,33,16,1,72.53,2026-09-22
1066,75,11,2,187.4,2026-09-22
1067,95,9,6,286.56,2026-09-22
1068,16,3,4,378.2,2026-09-22
1069,48,12,8,788.08,2026-09-22
1070,11,18,5,57.2,2026-09-22
1071,19,6,7,246.96,2026-09-22
1072,82,4,6,242.52,2026-09-22
1073,29,17,2,147.92,2026-09-22
1074,43,16,5,185.4,2026-09-22
1075,66,8,2,180.56,2026-09-22
1076,13,4,8,679.92,2026-09-22
1077,94,11,1,35.19,2026-09-22
1078,39,20,1,53.63,2026-09-22
1079,88,12,2,194.52,2026-09-22
1080,9,10,5,356.15,2026-09-22
1081,36,10,5,104.95,2026-09-22
1082,43,10,5,185.4,2026-09-22
1083,66,8,7,631.96,2026-09-22
1084,48,5,6,591.06,2026-09-22
1085,27,3,9,472.5,2026-09-22
1086,13,9,4,339.96,2026-09-22
1087,54,2,8,745.76,2026-09-22
1088,1,7,9,238.59,2026-09-22
1089,67,20,4,247.68,2026-09-22
1090,94,3,3,105.57,2026-09-22
1091,91,18,1,17.28,2026-09-22
1092,45,20,4,164.24,2026-09-22
1093,53,4,2,141.62,2026-09-22
1094,65,1,2,86.18,2026-09-22
1095,58,20,4,165.72,2026-09-22
1096,87,9,9,247.41,2026-09-22
1097,5,17,1,26.51,2026-09-22
1098,22,13,2,147.24,2026-09-22
1099,41,5,4,170.92,2026-09-22
1100,11,19,8,91.52,2026-09-22
1101,21,12,3,83.64,2026-09-22
1102,26,19,3,189.66,2026-09-22
1103,60,15,7,435.82,2026-09-22
1104,71,5,8,91.12,2026-09-22
1105,21,10,4,111.52,2026-09-22
1106,84,20,2,25.5,2026-09-22
1107,93,9,8,252.64,2026-09-22
1108,19,14,7,246.96,2026-09-22
1109,28,4,9,674.64,2026-09-22
1110,15,5,3,183.27,2026-09-22
1111,1,15,3,79.53,2026-09-22
1112,24,4,8,738.8,2026-09-22
1113,98,10,8,420.88,2026-09-22
1114,4,2,3,291.87,2026-09-22
1115,57,20,1,91.04,2026-09-22
1116,23,9,5,322.7,2026-09-22
1117,57,6,9,819.36,2026-09-22
1118,57,7,8,728.32,2026-09-22
1119,38,20,5,437.35,2026-09-22
1120,3,15,3,263.88,2026-09-22
1121,68,19,6,450.12,2026-09-22
1122,36,5,9,188.91,2026-09-22
1123,13,18,7,594.93,2026-09-22
1124,30,16,5,98.55,2026-09-22
1125,27,14,3,157.5,2026-09-22
1126,57,4,6,546.24,2026-09-22
1127,39,8,8,429.04,2026-09-22
1128,16,10,7,661.85,2026-09-22
1129,74,9,2,50.5,2026-09-22
1130,81,17,6,491.1,2026-09-22
1131,68,15,4,300.08,2026-09-22
1132,25,5,5,92.95,2026-09-22
1133,65,19,9,387.81,2026-09-22
1134,36,9,1,20.99,2026-09-22
1135,88,8,2,194.52,2026-09-22
1136,15,6,7,427.63,2026-09-22
1137,1,7,7,185.57,2026-09-22
1138,57,2,1,91.04,2026-09-22
1139,41,13,9,384.57,2026-09-22
1140,70,20,6,313.8,2026-09-22
1141,52,3,5,473.25,2026-09-22
1142,81,12,1,81.85,2026-09-22
1143,47,1,7,302.89,2026-09-22
1144,81,15,3,245.55,2026-09-22
1145,100,18,4,133.92,2026-09-22
1146,83,3,4,207.6,2026-09-22
1147,78,14,1,73.8,2026-09-22
1148,34,4,7,256.27,2026-09-22
1149,88,6,3,291.78,2026-09-22
1150,97,8,1,25.78,2026-09-22
1151,83,1,5,259.5,2026-09-22
1152,69,8,6,475.02,2026-09-22
1153,13,19,3,254.97,2026-09-22
1154,76,20,9,295.83,2026-09-22
1155,95,12,4,191.04,2026-09-22
1156,23,19,2,129.08,2026-09-22
1157,57,8,5,455.2,2026-09-22
1158,7,3,8,343.76,2026-09-22
1159,16,19,7,661.85,2026-09-22
1160,51,20,2,112.18,2026-09-22
1161,80,1,8,520.32,2026-09-22
1162,12,11,5,248.05,2026-09-22
1163,5,6,1,26.51,2026-09-22
1164,97,14,5,128.9,2026-09-22
1165,69,1,6,475.02,2026-09-22
1166,62,16,2,137.36,2026-09-22
1167,19,5,6,211.68,2026-09-22
1168,66,4,7,631.96,2026-09-22
1169,33,7,4,290.12,2026-09-22
1170,79,14,7,579.88,2026-09-22
1171,87,20,3,82.47,2026-09-22
1172,29,18,8,591.68,2026-09-22
1173,63,8,9,104.67,2026-09-22
1174,90,2,1,17.06,2026-09-22
1175,6,9,5,60.4,2026-09-22
1176,69,20,2,158.34,2026-09-22
1177,41,17,1,42.73,2026-09-22
1178,76,3,7,230.09,2026-09-22
1179,10,3,2,189.6,2026-09-22
1180,80,10,2,130.08,2026-09-22
1181,38,11,6,524.82,2026-09-22
1182,55,15,7,180.25,2026-09-22
1183,20,20,9,150.39,2026-09-22
1184,19,3,4,141.12,2026-09-22
1185,66,2,5,451.4,2026-09-22
1186,22,6,3,220.86,2026-09-22
1187,79,1,9,745.56,2026-09-22
1188,96,9,6,124.86,2026-09-22
1189,59,2,4,271.12,2026-09-22
1190,29,1,4,295.84,2026-09-22
1191,83,10,9,467.1,2026-09-22
1192,53,19,6,424.86,2026-09-22
1193,48,4,5,492.55,2026-09-22
1194,98,13,9,473.49,2026-09-22
1195,28,17,1,74.96,2026-09-22
1196,45,7,4,164.24,2026-09-22
1197,49,4,9,212.04,2026-09-22
1198,83,10,1,51.9,2026-09-22
1199,36,13,9,188.91,2026-09-22
1200,46,16,6,346.68,2026-09-22
1201,38,10,1,87.47,2026-09-22
1202,27,18,6,315.0,2026-09-22
1203,35,15,4,118.64,2026-09-22
1204,15,9,4,244.36,2026-09-22
1205,27,17,3,157.5,2026-09-22
1206,43,9,9,333.72,2026-09-22
1207,42,20,2,64.44,2026-09-22
1208,40,17,7,282.73,2026-09-22
1209,23,15,4,258.16,2026-09-22
1210,63,14,1,11.63,2026-09-22
1211,69,8,2,158.34,2026-09-22
1212,75,3,2,187.4,2026-09-22
1213,62,11,1,68.68,2026-09-22
1214,16,16,2,189.1,2026-09-22
1215,10,6,2,189.6,2026-09-22
1216,19,13,4,141.12,2026-09-22
1217,46,10,3,173.34,2026-09-22
1218,65,14,7,301.63,2026-09-22
1219,8,14,3,189.96,2026-09-22
1220,81,6,9,736.65,2026-09-22
1221,89,17,7,321.23,2026-09-22
1222,60,5,1,62.26,2026-09-22
1223,9,2,2,142.46,2026-09-22
1224,61,8,6,62.76,2026-09-22
1225,36,11,2,41.98,2026-09-22
1226,37,2,2,61.02,2026-09-22
1227,63,11,6,69.78,2026-09-22
1228,58,13,9,372.87,2026-09-22
1229,4,7,6,583.74,2026-09-22
1230,61,4,6,62.76,2026-09-22
1231,92,3,1,15.24,2026-09-22
1232,78,18,6,442.8,2026-09-22
1233,1,6,6,159.06,2026-09-22
1234,85,17,5,107.2,2026-09-22
1235,74,18,5,126.25,2026-09-22
1236,71,13,3,34.17,2026-09-22
1237,47,19,4,173.08,2026-09-22
1238,35,5,4,118.64,2026-09-22
1239,1,12,4,106.04,2026-09-22
1240,60,10,8,498.08,2026-09-22
1241,23,20,9,580.86,2026-09-22
1242,88,13,9,875.34,2026-09-22
1243,55,5,7,180.25,2026-09-22
1244,36,10,1,20.99,2026-09-22
1245,58,16,7,290.01,2026-09-22
1246,97,9,1,25.78,2026-09-22
1247,6,13,3,36.24,2026-09-22
1248,35,9,7,207.62,2026-09-22
1249,5,17,7,185.57,2026-09-22
1250,76,16,7,230.09,2026-09-22
1251,67,9,9,557.28,2026-09-22
1252,29,13,5,369.8,2026-09-22
1253,32,15,4,234.36,2026-09-22
1254,23,8,1,64.54,2026-09-22
1255,85,5,2,42.88,2026-09-22
1256,6,1,2,24.16,2026-09-22
1257,30,11,1,19.71,2026-09-22
1258,32,14,3,175.77,2026-09-22
1259,10,4,3,284.4,2026-09-22
1260,34,10,9,329.49,2026-09-22
1261,28,15,7,524.72,2026-09-22
1262,19,15,6,211.68,2026-09-22
1263,28,8,8,599.68,2026-09-22
1264,9,1,1,71.23,2026-09-22
1265,19,10,3,105.84,2026-09-22
1266,40,18,1,40.39,2026-09-22
1267,98,13,3,157.83,2026-09-22
1268,1,16,2,53.02,2026-09-22
1269,77,7,1,76.67,2026-09-22
1270,88,7,1,97.26,2026-09-22
1271,13,17,5,424.95,2026-09-22
1272,67,17,7,433.44,2026-09-22
1273,53,17,1,70.81,2026-09-22
1274,62,11,1,68.68,2026-09-22
1275,25,15,3,55.77,2026-09-22
1276,29,11,5,369.8,2026-09-22
1277,32,9,9,527.31,2026-09-22
1278,56,16,1,33.47,2026-09-22
1279,41,12,3,128.19,2026-09-22
1280,51,9,6,336.54,2026-09-22
1281,71,19,3,34.17,2026-09-22
1282,66,13,9,812.52,2026-09-22
1283,15,11,3,183.27,2026-09-22
1284,53,8,9,637.29,2026-09-22
1285,18,16,3,175.71,2026-09-22
1286,66,6,8,722.24,2026-09-22
1287,76,8,9,295.83,2026-09-22
1288,36,17,4,83.96,2026-09-22
1289,45,2,2,82.12,2026-09-22
1290,77,15,6,460.02,2026-09-22
1291,20,19,3,50.13,2026-09-22
1292,3,14,6,527.76,2026-09-22
1293,64,4,8,553.52,2026-09-22
1294,60,11,4,249.04,2026-09-22
1295,95,17,2,95.52,2026-09-22
1296,9,15,2,142.46,2026-09-22
1297,48,4,9,886.59,2026-09-22
1298,8,5,9,569.88,2026-09-22
1299,45,20,7,287.42,2026-09-22
1300,81,5,3,245.55,2026-09-22
1301,83,9,7,363.3,2026-09-22
1302,92,17,6,91.44,2026-09-22
1303,16,3,7,661.85,2026-09-22
1304,21,10,4,111.52,2026-09-22
1305,86,16,6,176.52,2026-09-22
1306,8,8,8,506.56,2026-09-22
1307,59,12,2,135.56,2026-09-22
1308,10,2,1,94.8,2026-09-22
1309,50,18,3,189.54,2026-09-22
1310,62,6,1,68.68,2026-09-22
1311,67,3,6,371.52,2026-09-22
1312,94,13,1,35.19,2026-09-22
1313,96,14,5,104.05,2026-09-22
1314,13,7,4,339.96,2026-09-22
1315,22,15,7,515.34,2026-09-22
1316,79,6,4,331.36,2026-09-22
1317,88,5,4,389.04,2026-09-22
1318,84,8,1,12.75,2026-09-22
1319,1,6,5,132.55,2026-09-22
1320,21,15,3,83.64,2026-09-22
1321,5,14,8,212.08,2026-09-22
1322,50,14,6,379.08,2026-09-22
1323,59,8,8,542.24,2026-09-22
1324,29,8,7,517.72,2026-09-22
1325,77,18,6,460.02,2026-09-22
1326,2,11,8,192.32,2026-09-22
1327,97,6,6,154.68,2026-09-22
1328,48,12,4,394.04,2026-09-22
1329,43,13,3,111.24,2026-09-22
1330,91,15,3,51.84,2026-09-22
1331,16,3,1,94.55,2026-09-22
1332,75,19,5,468.5,2026-09-22
1333,54,3,5,466.1,2026-09-22
1334,86,14,6,176.52,2026-09-22
1335,24,17,2,184.7,2026-09-22
1336,96,15,4,83.24,2026-09-22
1337,58,3,3,124.29,2026-09-22
1338,80,10,5,325.2,2026-09-22
1339,83,4,9,467.1,2026-09-22
1340,61,11,3,31.38,2026-09-22
1341,66,20,9,812.52,2026-09-22
1342,48,11,3,295.53,2026-09-22
1343,98,5,7,368.27,2026-09-22
1344,63,19,5,58.15,2026-09-22
1345,21,4,2,55.76,2026-09-22
1346,42,6,4,128.88,2026-09-22
1347,25,18,2,37.18,2026-09-22
1348,87,12,5,137.45,2026-09-22
1349,5,9,7,185.57,2026-09-22
1350,59,9,9,610.02,2026-09-22
1351,54,19,6,559.32,2026-09-22
1352,65,4,7,301.63,2026-09-22
1353,65,12,8,344.72,2026-09-22
1354,22,18,6,441.72,2026-09-22
1355,47,14,1,43.27,2026-09-22
1356,14,20,2,52.8,2026-09-22
1357,50,11,1,63.18,2026-09-22
1358,79,20,8,662.72,2026-09-22
1359,94,3,6,211.14,2026-09-22
1360,28,13,8,599.68,2026-09-22
1361,77,5,2,153.34,2026-09-22
1362,49,2,6,141.36,2026-09-22
1363,36,11,6,125.94,2026-09-22
1364,72,11,8,478.0,2026-09-22
1365,22,8,4,294.48,2026-09-22
1366,29,17,8,591.68,2026-09-22
1367,84,16,4,51.0,2026-09-22
1368,46,16,7,404.46,2026-09-22
1369,45,16,8,328.48,2026-09-22
1370,27,9,5,262.5,2026-09-22
1371,35,20,3,88.98,2026-09-22
1372,37,15,1,30.51,2026-09-22
1373,95,8,7,334.32,2026-09-22
1374,79,14,5,414.2,2026-09-22
1375,20,12,7,116.97,2026-09-22
1376,49,10,1,23.56,2026-09-22
1377,94,14,3,105.57,2026-09-22
1378,11,18,2,22.88,2026-09-22
1379,71,20,2,22.78,2026-09-22
1380,50,10,6,379.08,2026-09-22
1381,32,15,4,234.36,2026-09-22
1382,84,5,3,38.25,2026-09-22
1383,40,8,8,323.12,2026-09-22
1384,56,8,7,234.29,2026-09-22
1385,11,10,8,91.52,2026-09-22
1386,39,4,1,53.63,2026-09-22
1387,13,5,4,339.96,2026-09-22
1388,26,4,6,379.32,2026-09-22
1389,95,6,2,95.52,2026-09-22
1390,88,2,8,778.08,2026-09-22
1391,31,11,7,424.83,2026-09-22
1392,92,6,5,76.2,2026-09-22
1393,10,14,8,758.4,2026-09-22
1394,24,12,3,277.05,2026-09-22
1395,60,17,7,435.82,2026-09-22
1396,65,10,7,301.63,2026-09-22
1397,57,10,7,637.28,2026-09-22
1398,53,2,8,566.48,2026-09-22
1399,9,13,6,427.38,2026-09-22
1400,89,19,2,91.78,2026-09-22
1401,76,17,8,262.96,2026-09-22
1402,15,7,7,427.63,2026-09-22
1403,13,9,1,84.99,2026-09-22
1404,40,18,4,161.56,2026-09-22
1405,77,12,9,690.03,2026-09-22
1406,44,19,6,389.16,2026-09-22
1407,60,3,7,435.82,2026-09-22
1408,48,16,2,197.02,2026-09-22
1409,55,4,7,180.25,2026-09-22
1410,59,8,9,610.02,2026-09-22
1411,13,17,1,84.99,2026-09-22
1412,6,13,3,36.24,2026-09-22
1413,60,4,6,373.56,2026-09-22
1414,39,13,8,429.04,2026-09-22
1415,32,6,6,351.54,2026-09-22
1416,92,3,5,76.2,2026-09-22
1417,28,13,3,224.88,2026-09-22
1418,98,6,6,315.66,2026-09-22
1419,72,8,7,418.25,2026-09-22
1420,62,6,9,618.12,2026-09-22
1421,78,10,3,221.4,2026-09-22
1422,3,5,1,87.96,2026-09-22
1423,62,9,4,274.72,2026-09-22
1424,31,20,5,303.45,2026-09-22
1425,22,13,4,294.48,2026-09-22
1426,45,17,2,82.12,2026-09-22
1427,20,13,4,66.84,2026-09-22
1428,81,4,6,491.1,2026-09-22
1429,97,15,1,25.78,2026-09-22
1430,77,8,1,76.67,2026-09-22
1431,91,14,7,120.96,2026-09-22
1432,72,15,8,478.0,2026-09-22
1433,59,5,7,474.46,2026-09-22
1434,28,16,9,674.64,2026-09-22
1435,2,18,6,144.24,2026-09-22
1436,17,13,7,675.57,2026-09-22
1437,96,14,2,41.62,2026-09-22
1438,94,13,2,70.38,2026-09-22
1439,43,16,5,185.4,2026-09-22
1440,55,8,1,25.75,2026-09-22
1441,83,15,4,207.6,2026-09-22
1442,73,10,4,67.12,2026-09-22
1443,95,20,5,238.8,2026-09-22
1444,30,20,1,19.71,2026-09-22
1445,9,15,6,427.38,2026-09-22
